Glom_name,Prediction_['SEGM']
R24_48_2A1_IgG-FITC_glomerulo_001.png,0
R24_48_2A1_IgG-FITC_glomerulo_004.png,0
R24_48_2A1_IgG-FITC_glomerulo_002.png,0
R24_48_2A1_IgG-FITC_glomerulo_005.png,0
R24_48_2A1_IgG-FITC_glomerulo_003.png,0
R24_48_2A1_C3-FITC_glomerulo_002.png,0
R24_48_2A1_C3-FITC_glomerulo_003.png,0
R24_48_2A1_C3-FITC_glomerulo_001.png,0
R23_235_2A1_IgG-FITC_glomerulo_001.png,0
R23_235_2A1_IgG-FITC_glomerulo_002.png,0
R23_235_2A1_IgM-FITC_glomerulo_004.png,0
R23_235_2A1_IgM-FITC_glomerulo_003.png,0
R23_235_2A1_IgM-FITC_glomerulo_001.png,0
R23_235_2A1_IgM-FITC_glomerulo_002.png,0
R23_235_2A1_IgA-FITC_glomerulo_001.png,1
R23_192_1A1_IgA_ind-FITC_glomerulo_001.png,0
R23_192_1A1_IgA_ind-FITC_glomerulo_003.png,1
R23_192_1A1_IgA_ind-FITC_glomerulo_002.png,0
R23_192_1A1_IgA_ind-FITC_glomerulo_004.png,0
R22-200 IgG_glomerulo_005.png,0
R22-200 IgG_glomerulo_003.png,0
R22-200 IgG_glomerulo_007.png,0
R22-200 IgG_glomerulo_009.png,0
R22-200 IgG_glomerulo_004.png,0
R22-200 IgG_glomerulo_001.png,0
R22-200 IgG_glomerulo_006.png,0
R22-200 IgG_glomerulo_008.png,0
R22-200 IgG_glomerulo_002.png,0
R23 209_2A1_KAPPA-FITC_glomerulo_004.png,1
R23 209_2A1_KAPPA-FITC_glomerulo_003.png,1
R23 209_2A1_KAPPA-FITC_glomerulo_002.png,1
R23 209_2A1_KAPPA-FITC_glomerulo_006.png,1
R23 209_2A1_KAPPA-FITC_glomerulo_007.png,0
R23 209_2A1_KAPPA-FITC_glomerulo_001.png,0
R23 209_2A1_KAPPA-FITC_glomerulo_005.png,0
R23 209_2A1_C3-FITC_glomerulo_003.png,0
R23 209_2A1_C3-FITC_glomerulo_005.png,0
R23 209_2A1_C3-FITC_glomerulo_002.png,1
R23 209_2A1_C3-FITC_glomerulo_001.png,0
R23 209_2A1_C3-FITC_glomerulo_004.png,0
R23_209_2A1_LAMBDA_FITC_glomerulo_003.png,1
R23_209_2A1_LAMBDA_FITC_glomerulo_004.png,1
R23_209_2A1_LAMBDA_FITC_glomerulo_005.png,0
R23_209_2A1_LAMBDA_FITC_glomerulo_002.png,0
R23_209_2A1_LAMBDA_FITC_glomerulo_001.png,0
R23 209_2A1_IgA-FITC_glomerulo_001.png,0
R23 209_2A1_IgA-FITC_glomerulo_002.png,0
R23 209_2A1_IgA-FITC_glomerulo_003.png,0
R23 209_2A1_IgA-FITC_glomerulo_010.png,0
R23 209_2A1_IgA-FITC_glomerulo_006.png,1
R23 209_2A1_IgA-FITC_glomerulo_005.png,0
R23 209_2A1_IgA-FITC_glomerulo_011.png,1
R23 209_2A1_IgA-FITC_glomerulo_007.png,1
R23 209_2A1_IgA-FITC_glomerulo_008.png,1
R23 209_2A1_IgA-FITC_glomerulo_009.png,0
R23 209_2A1_IgA-FITC_glomerulo_004.png,0
R23 209_2A1_IgA-FITC_glomerulo_012.png,1
R23_223_2A1_IgG-FITC_glomerulo_004.png,0
R23_223_2A1_IgG-FITC_glomerulo_001.png,0
R23_223_2A1_IgG-FITC_glomerulo_002.png,0
R23_223_2A1_IgG-FITC_glomerulo_006.png,0
R23_223_2A1_IgG-FITC_glomerulo_007.png,0
R23_223_2A1_IgG-FITC_glomerulo_008.png,0
R23_223_2A1_IgG-FITC_glomerulo_012.png,0
R23_223_2A1_IgG-FITC_glomerulo_003.png,0
R23_223_2A1_IgG-FITC_glomerulo_005.png,0
R23_223_2A1_IgG-FITC_glomerulo_011.png,0
R23_223_2A1_IgG-FITC_glomerulo_010.png,0
R23_223_2A1_IgG-FITC_glomerulo_009.png,0
R23_223_2A1_C3-FITC_glomerulo_003.png,0
R23_223_2A1_C3-FITC_glomerulo_001.png,0
R23_223_2A1_C3-FITC_glomerulo_002.png,0
R23_223_2A1_C1q-FITC_glomerulo_012.png,1
R23_223_2A1_C1q-FITC_glomerulo_013.png,0
R23_223_2A1_C1q-FITC_glomerulo_007.png,0
R23_223_2A1_C1q-FITC_glomerulo_002.png,0
R23_223_2A1_C1q-FITC_glomerulo_005.png,0
R23_223_2A1_C1q-FITC_glomerulo_008.png,0
R23_223_2A1_C1q-FITC_glomerulo_003.png,1
R23_223_2A1_C1q-FITC_glomerulo_004.png,0
R23_223_2A1_C1q-FITC_glomerulo_011.png,0
R23_223_2A1_C1q-FITC_glomerulo_001.png,1
R23_223_2A1_C1q-FITC_glomerulo_009.png,0
R23_223_2A1_C1q-FITC_glomerulo_010.png,1
R23_223_2A1_C1q-FITC_glomerulo_006.png,0
R23_240_2A1_IgG-FITC_glomerulo_011.png,0
R23_240_2A1_IgG-FITC_glomerulo_005.png,0
R23_240_2A1_IgG-FITC_glomerulo_004.png,0
R23_240_2A1_IgG-FITC_glomerulo_001.png,0
R23_240_2A1_IgG-FITC_glomerulo_009.png,0
R23_240_2A1_IgG-FITC_glomerulo_006.png,0
R23_240_2A1_IgG-FITC_glomerulo_008.png,0
R23_240_2A1_IgG-FITC_glomerulo_010.png,0
R23_240_2A1_IgG-FITC_glomerulo_002.png,1
R23_240_2A1_IgG-FITC_glomerulo_003.png,0
R23_240_2A1_IgG-FITC_glomerulo_007.png,0
R23_207_1A1_IgM-FITC_glomerulo_005.png,0
R23_207_1A1_IgM-FITC_glomerulo_004.png,0
R23_207_1A1_IgM-FITC_glomerulo_003.png,0
R23_207_1A1_IgM-FITC_glomerulo_011.png,1
R23_207_1A1_IgM-FITC_glomerulo_007.png,0
R23_207_1A1_IgM-FITC_glomerulo_010.png,0
R23_207_1A1_IgM-FITC_glomerulo_008.png,1
R23_207_1A1_IgM-FITC_glomerulo_009.png,0
R23_207_1A1_IgM-FITC_glomerulo_002.png,0
R23_207_1A1_IgM-FITC_glomerulo_001.png,0
R23_207_1A1_IgM-FITC_glomerulo_006.png,0
R23_207_1A1_IgA-FITC_glomerulo_005.png,0
R23_207_1A1_IgA-FITC_glomerulo_007.png,0
R23_207_1A1_IgA-FITC_glomerulo_003.png,0
R23_207_1A1_IgA-FITC_glomerulo_013.png,0
R23_207_1A1_IgA-FITC_glomerulo_002.png,0
R23_207_1A1_IgA-FITC_glomerulo_014.png,0
R23_207_1A1_IgA-FITC_glomerulo_015.png,0
R23_207_1A1_IgA-FITC_glomerulo_016.png,0
R23_207_1A1_IgA-FITC_glomerulo_006.png,1
R23_207_1A1_IgA-FITC_glomerulo_009.png,0
R23_207_1A1_IgA-FITC_glomerulo_004.png,0
R23_207_1A1_IgA-FITC_glomerulo_010.png,0
R23_207_1A1_IgA-FITC_glomerulo_011.png,0
R23_207_1A1_IgA-FITC_glomerulo_001.png,0
R23_207_1A1_IgA-FITC_glomerulo_012.png,0
R23_207_1A1_IgA-FITC_glomerulo_008.png,1
R23_207_1A1_C1q-FITC_glomerulo_016.png,0
R23_207_1A1_C1q-FITC_glomerulo_007.png,0
R23_207_1A1_C1q-FITC_glomerulo_004.png,0
R23_207_1A1_C1q-FITC_glomerulo_001.png,0
R23_207_1A1_C1q-FITC_glomerulo_022.png,0
R23_207_1A1_C1q-FITC_glomerulo_017.png,0
R23_207_1A1_C1q-FITC_glomerulo_011.png,0
R23_207_1A1_C1q-FITC_glomerulo_003.png,0
R23_207_1A1_C1q-FITC_glomerulo_015.png,0
R23_207_1A1_C1q-FITC_glomerulo_018.png,0
R23_207_1A1_C1q-FITC_glomerulo_021.png,0
R23_207_1A1_C1q-FITC_glomerulo_009.png,0
R23_207_1A1_C1q-FITC_glomerulo_002.png,0
R23_207_1A1_C1q-FITC_glomerulo_013.png,0
R23_207_1A1_C1q-FITC_glomerulo_024.png,1
R23_207_1A1_C1q-FITC_glomerulo_008.png,0
R23_207_1A1_C1q-FITC_glomerulo_023.png,0
R23_207_1A1_C1q-FITC_glomerulo_020.png,0
R23_207_1A1_C1q-FITC_glomerulo_019.png,1
R23_207_1A1_C1q-FITC_glomerulo_014.png,0
R23_207_1A1_C1q-FITC_glomerulo_010.png,0
R23_207_1A1_C1q-FITC_glomerulo_005.png,0
R23_207_1A1_C1q-FITC_glomerulo_006.png,0
R23_207_1A1_C1q-FITC_glomerulo_012.png,0
R23_207_1A1_IgG-FITC_glomerulo_011.png,0
R23_207_1A1_IgG-FITC_glomerulo_002.png,0
R23_207_1A1_IgG-FITC_glomerulo_006.png,0
R23_207_1A1_IgG-FITC_glomerulo_010.png,0
R23_207_1A1_IgG-FITC_glomerulo_008.png,0
R23_207_1A1_IgG-FITC_glomerulo_004.png,0
R23_207_1A1_IgG-FITC_glomerulo_007.png,0
R23_207_1A1_IgG-FITC_glomerulo_003.png,0
R23_207_1A1_IgG-FITC_glomerulo_009.png,0
R23_207_1A1_IgG-FITC_glomerulo_005.png,0
R23_207_1A1_IgG-FITC_glomerulo_001.png,0
R23_207_1A1_C3-FITC_glomerulo_001.png,0
R23_207_1A1_C3-FITC_glomerulo_019.png,1
R23_207_1A1_C3-FITC_glomerulo_004.png,0
R23_207_1A1_C3-FITC_glomerulo_008.png,1
R23_207_1A1_C3-FITC_glomerulo_022.png,1
R23_207_1A1_C3-FITC_glomerulo_005.png,1
R23_207_1A1_C3-FITC_glomerulo_016.png,0
R23_207_1A1_C3-FITC_glomerulo_002.png,0
R23_207_1A1_C3-FITC_glomerulo_006.png,0
R23_207_1A1_C3-FITC_glomerulo_003.png,0
R23_207_1A1_C3-FITC_glomerulo_011.png,0
R23_207_1A1_C3-FITC_glomerulo_021.png,0
R23_207_1A1_C3-FITC_glomerulo_009.png,0
R23_207_1A1_C3-FITC_glomerulo_014.png,1
R23_207_1A1_C3-FITC_glomerulo_017.png,1
R23_207_1A1_C3-FITC_glomerulo_018.png,1
R23_207_1A1_C3-FITC_glomerulo_010.png,0
R23_207_1A1_C3-FITC_glomerulo_015.png,0
R23_207_1A1_C3-FITC_glomerulo_007.png,0
R23_207_1A1_C3-FITC_glomerulo_020.png,0
R23_207_1A1_C3-FITC_glomerulo_013.png,1
R23_207_1A1_C3-FITC_glomerulo_012.png,0
R22-205 IgM_glomerulo_003.png,0
R22-205 IgM_glomerulo_002.png,0
R22-205 IgM_glomerulo_001.png,0
R22-205 IgM_glomerulo_005.png,0
R22-205 IgM_glomerulo_004.png,0
R22-205 IgG_glomerulo_003.png,0
R22-205 IgG_glomerulo_002.png,0
R22-205 IgG_glomerulo_001.png,0
R22-205 IgG_glomerulo_004.png,0
R22-205 IgA_glomerulo_005.png,0
R22-205 IgA_glomerulo_001.png,0
R22-205 IgA_glomerulo_002.png,0
R22-205 IgA_glomerulo_003.png,0
R22-205 IgA_glomerulo_004.png,0
R22-205 C1q_glomerulo_002.png,0
R22-205 C1q_glomerulo_004.png,0
